gene
CYBRD1
BARX2
KLF6
HOXB6
AIF1
GIPC3
NKX6-1
LRRC17
LDB2
CORO1A
C2CD4A
C1orf132
ISG15
ASB9
ESPL1
C7orf61
GUCA2B
SLC2A14
TPM1
GBP4
ZFP36
FOXM1
NRP1
CLEC2B
HAGLROS
POPDC3
SLC12A2
CHGA
LAYN
KRT16
SPRED1
TAGLN3
CEBPD
KRT8
NDRG2
TRPV6
NEU4
HMGCS2
HOXA4
CLVS1
NBL1
RAMP3
C1orf127
NCF4
TRIB3
RARB
ELMO1
RPRM
DUSP4
GIMAP5
GJC1
SLFN11
GALR1
NOTCH2
SORL1
BACE2
RAB31
HSPA12B
TMEM233
TGFB2
CNN1
MAFF
VAT1L
CA9
BRINP1
KIF12
GBP2
BTG2
INSR
NEDD9
TFDP3
ADM5
CLU
YBX3
LAMC1
TOX2
C2CD4B
MIR143HG
APCDD1L
ADGRE2
MYO1G
LECT1
IER5L
DOCK6
HES4
IRX1
RCAN1
RASD1
CDH13
MAOB
PGM5
FGF18
MRVI1
TMEM72
SLC2A1
ARRDC4
CRABP2
SLC7A5
ADH6
CHST2
RIN3
DOCK9
PDE4B
COX7A1
OVOS2
PPP1R1B
UGDH
SLC35F1
PAX4
GZMM
MSC
SDCBP2
SLC12A7
TMEM176B
COLEC11
CD83
GRAP2
SLC18A2
SCG2
KCNMA1
ARAP3
NHLH2
GPSM3
NEUROD1
CADM3
HK1
GPX3
DUSP1
MAN1C1
ADAMTSL2
BNC2
CTSS
SLC34A2
PLEK
COTL1
TNS1
HSPB6
PDE1A
NR2F1
CAV2
SGCA
SNRK
FAM167B
ERO1B
POMC
ARHGEF6
ADAM12
GRAMD2
SMAD3
ELF3
EMP3
FILIP1
PALLD
TFPI
CD14
TNXB
TFAP2A
UACA
TCF15
ITGB5
RENBP
CXCL16
DLC1
ARHGAP29
TRPV2
TMEM176A
IGF2BP3
ATOH8
GAS7
TUBB2B
TM4SF5
CDH17
APOL1
S1PR3
IER2
LRMP
ACSL5
NCEH1
SLC6A19
AMHR2
UCHL1
IQCA1
FAM132B
TNNC2
CDK1
ASGR1
LRRC4
FRZB
CDKN2B
ASS1
KCNK16
CDH26
SYDE1
TNFAIP8L3
FGD5
ANKRD37
C1orf162
INSM1
GPR146
RAB34
SAT1
ADAMTS2
KLHL4
IKZF1
TUBB6
RNF152
FFAR2
KCNN2
UCP2
CRYGD
SPRR2D
DUOX2
RASSF2
UGCG
MT1F
ANXA2R
CREB5
PTH1R
ID4
TTYH2
HSPA1B
ZNF532
HOXB3
NFKBIZ
OSR1
TMC5
PPY2P
SSTR1
KCNN3
HTR7
ADCY4
HS3ST1
ST3GAL1
SCGB2A1
SDC3
GLRA1
STK32B
NAMPT
ALDH1A1
DLL1
PTGR1
MIR181A2HG
TNFRSF9
KCNN4
PLK2
C16orf71
CHAC1
ITGB6
NCCRP1
ITGA9
FOXC2
NRIP3
AQP9
PPP1R3C
ITGB4
PROM1
HHEX
RBMS1
ISL1
AOC1
ICAM2
IL17D
PRR26
KCNE3
CXCL12
NLRC3
PTGFR
GADD45A
ARHGEF2
OLFML2B
CMTM3
SLITRK6
FGL1
TIMP2
AMOTL2
CFAP52
TTYH1
ARHGEF33
FAM20C
KLHL1
CCR1
S100A6
PLTP
SHROOM4
RHOB
SERPINA6
DNAJB1
TM4SF18
RBPMS
PIEZO1
RAI14
TUBB3
ADGRL2
PTGS1
SERPINB4
ADAMTS5
PRC1
VGLL3
CIITA
BBC3
SGK223
SERPINE2
SLC12A5
LY6E
PPP1R15A
SEMA3D
SPON1
CH25H
C1orf106
SLC29A4
SLC7A11
F2RL3
CCDC17
MYOF
PAX6
GPC1
LPXN
CACNG1
AKAP7
NTRK1
PLK1
BARHL1
NUF2
DAB2IP
KCNQ1
NDST1
IL1R1
GBP1
LAMB1
LRRC25
SH3KBP1
JARID2
SMOX
PNP
IL4I1
LAIR1
ZFP36L2
LDHA
C19orf33
ITGB8
PLCG2
HOPX
TMPPE
LAMP5
NOV
IFI16
SLC5A8
NR0B1
LDLR
C8B
KIAA0226L
GRIA3
ALOX12B
EGR2
PRKG1
GPR119
ID2
NOS3
TESC
LRP12
SULF1
A4GALT
FOS
SLC16A4
FOSL2
SYN2
CHST15
HRH2
FSTL4
SH3GL3
TRO
LGALS9
CACNA2D2
DMBT1
SV2B
PCOLCE
PCSK1N
NRGN
HES2
HECW2
DCHS1
TMSB10
KANK2
HAGLR
CSGALNACT1
SPRR2G
CDKN1A
STIL
IQUB
PROCR
WEE1
IFIT3
ULBP2
SCN1B
STX1A
FAM65B
FOXF2
CD79A
AHR
CLIC2
EPAS1
RHOC
SYNPO
LIMS2
CNIH2
HPCAL1
PPAP2A
CLMP
GLUL
MFAP4
CTSK
MYOM1
GAP43
PHLDB1
EGFLAM
SEPT9
ADCY2
COL14A1
PLEKHO2
BCO1
ABTB2
C1QL2
KIAA0101
CCNJ
MIR17HG
STK17B
LY6K
SLC25A34
RARRES2
GCH1
SPTSSB
NDRG4
SPRY4
ABCB1
CD40
CDR2
CROCCP3
SPC25
ADRB2
ABCA4
HMGB3
RDH12
CILP2
ZNF521
IL1R2
PDLIM4
KISS1R
PKP1
TNF
CFC1
SESN2
IRX4
ADAM19
SCIMP
F13A1
SIRPA
GSN
ANKHD1-EIF4EBP3
NCF2
LDHB
RAPGEF5
KCNG1
IL17RB
RGMA
PLS3
PRAM1
ACE2
SLC17A2
ULBP1
PAPSS2
FAM132A
LSMEM1
TGFBR2
ETV1
CHI3L2
AICDA
APOH
KLF4
IL13RA2
CDH3
ITGA7
PTPRN
NGF
PRTG
VNN3
IER5
CPE
ADAM8
HRK
NPW
GAB3
TNFRSF12A
HS3ST5
TSPAN11
NLRP1
IRS2
SYNDIG1
LXN
IFIT2
GNG4
VIL1
PIM2
PTGDR
B4GALT1
EYA4
SULF2
TMEM221
TSPAN14
RASGRF2
WARS
TRIM29
PRPH
CFI
GRASP
RAB26
SYT7
SYNJ2
DNAJC12
SYT13
RGS7
PDLIM7
AP1S2
CPXM1
ART4
HS3ST3A1
SUCO
CAPG
MYH9
HSPB3
LAMB2
SERPINB9
LTBP4
TMTC1
PIK3C2B
COL10A1
KCNH6
CRHBP
CITED1
SH2B3
C10orf54
TTYH3
CCDC85B
COL9A3
KCNAB1
FES
BICC1
POU2F2
MFNG
PTPRT
TWIST1
TSPYL4
LMNB1
BDKRB1
JUN
FOXS1
GCNT4
NKX6-3
PSCA
FER1L4
APOC1
FAIM2
MFAP2
VASH1
NTM
HMGA1
LMO4
GREM2
TUBA1C
WDR25
MEIS2
ORC1
SWAP70
METRNL
NEURL1B
NKX2-2
TTN
COL27A1
SYNPO2
SLC39A14
TWIST2
FSTL5
TTK
BCHE
GNGT2
MSRB3
TCF7L2
HEG1
CTSZ
STEAP2
EBI3
CSF3R
MYRF
LMO1
RHOV
CPNE2
EFNB1
RASL12
PEMT
CMTM7
UBE2QL1
SCG5
EHD4
SPDYA
SRPX
SLC9A3R2
CENPA
SH3TC2
MAPT
BMP1
ACSL1
SLC22A17
RAB3B
SCGN
PLCXD3
SLC17A6
DPP4
ARG2
BMP5
PREX2
IGSF6
FGFR4
C2orf54
S100A1
CD1D
ADCY1
pk
ZNF503
CYTH3
MS4A4A
SNAP25
PCDHAC1
SH3PXD2A
CNRIP1
CNTNAP5
RGS3
SLC25A37
SUGT1P3
RAPGEF4
SCARF1
ZNF703
MB21D2
GRPEL2
PLXDC2
KCNJ2
EBF1
DPP6
BHLHE40
SEZ6L
TPM4
NFATC4
ZNF469
SYT5
MNX1
SV2C
ANTXR2
GAS6
SNCG
EVI2A
EDIL3
PCDHB6
HMP19
CD82
BMP4
KIAA1324
RFX6
UVRAG
SLC7A2
SLC43A2
TNFSF10
SMLR1
ABHD15
CYTIP
PFN2
SH2D2A
CST2
KLB
TMEM132A
VWA2
KCNMB4
CYBA
RAB37
PLEKHA8P1
GALNT9
GJC2
GRHL1
SMIM5
FOXL1
PCDHB15
ANTXR1
EXOC3L1
TMEM59L
EBF3
OLFM1
PRSS22
TMEM47
SYNM
SLCO4A1
SVIL
MDK
RFTN2
CD274
ITGA3
SEC14L1
CACNA2D1
ITPR1
GLI3
DUSP14
PIK3R3
HRH1
DCDC2
PIK3IP1
TMEM164
ZYX
TMEM100
CDC42-IT1
RBMS3
FGF14
MPZL2
LIN7A
QKI
SOX13
LAT2
LRP5
PDE3A
PLCH2
FYN
HPGD
SHISA6
LATS2
C3orf80
HS3ST3B1
ANK1
SLC22A1
PID1
POU3F1
MT1L
RTN4RL2
OLIG1
ENPP2
PPARGC1B
CYP4F12
PCDH9
PPL
HSD11B2
ATP2A3
CAPN6
MAP1B
KATNAL2
APLP1
CCDC136
PCDHA3
RGL4
DIRAS3
PMAIP1
FBXO16
KLHDC8A
INSIG1
COL4A5
FAM163A
LRRC10B
PDGFD
IL23A
FBXO32
SLC7A14
CCDC80
PTPRZ1
BMF
RAB11FIP1
LYPD1
WSCD2
HPN
HOXA3
ABCA1
SCD
CDK17
FAM167A
TGIF1
JAM2
YPEL2
CAMK2B
ST6GAL1
CDA
C11orf53
SERPIND1
CIART
DCBLD2
CA2
LAPTM4B
SIPA1L2
CARD11
KCNC2
CNN2
SMARCA2
CRIM1
IL6R
NT5DC2
GIMAP2
PRKCE
GCNT1
MYO1E
ATP8A1
ZSCAN9
MLLT11
PAK3
OAS2
TENM1
DNAH2
ATP1B2
PDGFA
SCARA3
ICOSLG
TGFBR3
SLIT2
SLC9A5
TNS3
PALM2-AKAP2
ISG20
HAND2
ST8SIA4
C5orf56
PDE7B
CR1L
TLR8
RPS4Y1
PTPN12
SALL1
NUSAP1
MLPH
PCDH18
HEY2
LRFN5
APBB2
CXCL11
SLC37A2
STMN1
CNTN1
HDAC9
SOCS2
ARHGAP20
TLL1
TYMS
TEKT1
STEAP4
CXADR
CKMT2
MCM9
ST6GALNAC3
NEK7
CRTAP
PCDH17
SEC11C
MYH10
RASGRP3
TMEM37
TM6SF1
C17orf58
LGI2
SMPD3
IGSF21
RASA3
ARFGEF3
GRAMD1B
FBXL7
DDC
FUCA1
FLRT2
SPRED3
SSH1
AFAP1
PEAR1
MIR7-3HG
HSD17B12
HERPUD1
JAG2
CDHR1
NOD1
RGS9
PDLIM2
CRIP1
CAMK4
ARL4D
CAMKV
HESX1
EPHA4
CPLX2
IMPA2
UBFD1
MSI2
AJAP1
TMED6
NFKB1
ARHGAP30
CMPK2
ZNF385B
NDNF
C12orf75
CYP2C8
SLC16A5
PTHLH
C5orf38
BATF2
SEMA4C
BHLHE41
WNT4
NHS
SYT1
TFF3
MYC
C1QTNF3
ANXA2
AGER
SETX
COL9A2
PYY2
CHST3
