depth,method,rmse,pearson,cluster_ari,cluster_nmi,marker_spearman,marker_top50_overlap,deg_top100_overlap,logfc_pearson,logfc_spearman,deg_direction_consistency,module_score_pearson
0.25,magic,0.865,0.456,0.437,0.511,0.593,0.802,0.3,0.767,0.359,0.98,0.854
0.5,magic,0.827,0.512,0.516,0.644,0.638,0.84,0.22,0.786,0.396,0.99,0.903
0.75,magic,0.806,0.529,0.567,0.688,0.694,0.859,0.27,0.819,0.462,1.0,0.918
