depth,method,rmse,pearson,cluster_ari,cluster_nmi,marker_spearman,marker_top50_overlap,deg_top100_overlap,logfc_pearson,logfc_spearman,deg_direction_consistency,module_score_pearson
0.25,scvi_real,1.307,0.388,0.367,0.55,0.633,0.752,0.17,0.645,0.4,0.99,0.794
0.5,scvi_real,1.305,0.402,0.411,0.612,0.65,0.763,0.16,0.657,0.41,0.99,0.814
0.75,scvi_real,1.306,0.408,0.431,0.632,0.65,0.756,0.16,0.655,0.404,0.99,0.823
