depth,method,rmse,pearson,cluster_ari,cluster_nmi,marker_spearman,marker_top50_overlap,deg_top100_overlap,logfc_pearson,logfc_spearman,deg_direction_consistency,module_score_pearson
0.25,scvi_real,0.796,0.676,0.876,0.873,0.796,0.765,0.51,0.889,0.811,1.0,0.956
0.5,scvi_real,0.794,0.68,0.902,0.9,0.796,0.775,0.5,0.89,0.805,1.0,0.96
0.75,scvi_real,0.791,0.681,0.872,0.864,0.795,0.778,0.5,0.892,0.81,1.0,0.96
